policy_id,age,gender,region,policy_tenure_months,vehicle_age_years,vehicle_type,annual_premium,num_prev_claims,driving_experience_years,credit_score,annual_mileage_km,has_anti_theft,occupation,marital_status,claim,claim_amount,claim_age
P100229,45,Female,South,206,18,Motorcycle,21378.17,0,26.0,725.0,,No,Self-employed,Married,1,39573.89,46.0
P100230,61,Male,West,59,18,Sedan,16309.61,0,41.0,571.0,8178.0,Yes,Employed,Married,1,38922.83,62.0
P100231,61,Male,South,147,12,Motorcycle,8794.48,0,45.0,656.0,8860.0,No,Employed,Married,1,33534.29,62.0
P100232,37,Female,East,240,20,Motorcycle,11985.97,0,16.0,686.0,16876.0,Yes,Employed,Married,1,31844.65,37.0
P100233,47,Female,South,115,11,Motorcycle,9337.28,0,28.0,467.0,10378.0,No,Employed,Single,0,0.0,
P100234,79,Male,East,230,0,Motorcycle,8517.16,0,60.0,602.0,17678.0,No,Employed,Married,1,43851.24,80.0
P100235,28,Female,North,204,11,Motorcycle,12057.79,0,11.0,607.0,8090.0,Yes,Self-employed,Married,1,15462.69,28.0
P100236,75,Male,North,131,3,SUV,10966.4,0,55.0,654.0,10441.0,No,Employed,Married,0,0.0,
P100237,72,Female,North,199,14,Truck,7835.93,0,53.0,628.0,14593.0,Yes,Unemployed,Married,1,64228.15,73.0
P100238,45,Male,East,128,15,SUV,9365.67,1,29.0,671.0,10382.0,No,Employed,Single,0,0.0,
P100239,42,Female,South,120,14,SUV,12215.33,0,26.0,,10092.0,No,Self-employed,Married,1,48150.24,43.0
P100240,56,Female,West,227,7,SUV,9687.22,0,38.0,730.0,9980.0,No,Unemployed,Married,1,46698.65,56.0
P100241,79,Male,West,153,18,Motorcycle,11938.67,0,60.0,798.0,15475.0,No,Employed,Married,1,36892.23,79.0
P100242,50,Male,North,113,14,Sedan,9205.86,1,34.0,545.0,16815.0,No,Employed,Single,0,0.0,
P100243,18,Male,West,15,17,Truck,13872.29,0,1.0,652.0,14464.0,No,Employed,Single,0,0.0,
P100244,74,Female,East,83,10,Sedan,9252.58,0,55.0,726.0,8512.0,No,Employed,Single,1,42076.88,74.0
P100245,44,Female,South,188,8,Sedan,14536.62,0,24.0,601.0,18839.0,Yes,Employed,Single,1,30172.02,44.0
P100246,79,Female,West,83,0,Sedan,10830.05,0,60.0,670.0,13277.0,No,Retired,Single,1,51102.28,80.0
P100247,74,Female,West,23,8,Sedan,3416.88,0,58.0,623.0,17253.0,Yes,Employed,Married,0,0.0,
P100248,69,Female,South,11,11,Motorcycle,10944.16,0,49.0,580.0,5550.0,No,Self-employed,Married,1,39843.39,70.0
P100249,30,Male,West,187,1,Sedan,14020.24,0,14.0,579.0,17838.0,No,Employed,Single,1,32864.23,30.0
P100250,58,Male,South,213,10,SUV,9789.18,0,40.0,477.0,10138.0,Yes,Self-employed,Married,1,22728.22,59.0
P100251,20,Female,East,116,20,Sedan,11215.37,0,4.0,662.0,9788.0,No,Employed,Single,1,30197.98,21.0
P100252,56,Male,East,162,13,Motorcycle,14497.98,0,38.0,666.0,14026.0,No,Employed,Married,1,47424.55,56.0
P100253,23,Male,East,103,1,Truck,18079.55,0,3.0,583.0,1747.0,No,Self-employed,Married,1,54183.57,23.0
P100254,25,Male,North,7,14,Sedan,16614.65,1,6.0,630.0,13750.0,Yes,Employed,Married,1,28237.61,26.0
P100255,44,Male,East,106,20,Sedan,12435.33,0,26.0,549.0,10616.0,Yes,Employed,Married,1,23161.15,45.0
P100256,26,Female,West,172,20,Sedan,14238.86,0,7.0,,19070.0,No,Self-employed,Married,1,20095.26,27.0
P100257,79,Male,North,219,17,Sedan,12360.44,0,60.0,622.0,13356.0,No,Employed,Married,1,42597.79,79.0
P100258,54,Female,North,192,13,Sedan,5991.38,0,34.0,704.0,7034.0,Yes,Employed,Married,1,38714.92,54.0
P100259,50,Male,North,114,20,Motorcycle,17064.82,0,32.0,627.0,7994.0,No,Employed,Single,1,26061.25,50.0
P100260,68,Male,East,23,11,Truck,17264.09,0,48.0,581.0,100.0,No,Employed,Single,0,0.0,
P100261,59,Male,North,102,9,Sedan,5295.08,1,38.0,612.0,24144.0,No,Employed,Married,1,32396.33,60.0
P100262,61,Female,East,58,13,Motorcycle,10469.91,0,42.0,756.0,100.0,No,Self-employed,Single,1,35936.33,62.0
P100263,41,Female,East,20,14,Sedan,18138.12,1,22.0,797.0,9297.0,No,Employed,Single,1,39861.14,41.0
P100264,32,Female,North,155,4,Sedan,12876.78,0,12.0,545.0,15706.0,No,Unemployed,Married,1,5932.46,33.0
P100265,76,Female,North,117,1,SUV,8002.61,0,56.0,713.0,19338.0,Yes,Employed,Married,1,43361.1,77.0
P100266,71,Female,West,188,5,Sedan,16872.85,0,50.0,572.0,21021.0,Yes,Self-employed,Married,1,39967.34,72.0
P100267,49,Female,North,136,11,Sedan,12464.28,0,30.0,597.0,11502.0,No,Employed,Single,1,25082.24,50.0
P100268,49,Female,East,101,1,Sedan,17182.04,0,28.0,665.0,14511.0,No,Unemployed,Single,1,54419.07,50.0
P100269,41,Female,West,195,3,Truck,12341.34,0,20.0,684.0,10473.0,Yes,Employed,Single,1,44913.42,42.0
P100270,58,Male,West,2,6,Motorcycle,3380.79,0,38.0,599.0,4220.0,No,Self-employed,Married,1,46228.66,58.0
P100271,69,Female,East,22,15,SUV,19227.71,1,48.0,693.0,6773.0,No,Unemployed,Single,1,48586.12,69.0
P100272,66,Female,North,70,0,SUV,7570.39,0,47.0,733.0,3417.0,Yes,Employed,Single,1,44562.18,66.0
P100273,79,Female,North,103,0,SUV,10251.3,1,60.0,701.0,13580.0,No,Unemployed,Single,1,33598.05,79.0
P100274,66,Male,South,104,13,Sedan,16804.09,0,47.0,582.0,10289.0,Yes,Employed,Married,1,48121.79,67.0
P100275,75,Female,North,36,10,Truck,21122.93,0,54.0,619.0,11063.0,Yes,Employed,Single,1,65326.55,76.0
P100276,69,Female,South,108,11,SUV,11736.58,0,53.0,,15361.0,No,Employed,Married,1,19345.57,69.0
P100277,29,Male,West,24,10,Sedan,13430.74,0,10.0,759.0,13237.0,No,Employed,Single,1,28756.74,30.0
P100278,79,Female,West,140,5,Sedan,7257.54,0,60.0,561.0,15312.0,No,Unemployed,Married,1,46003.75,79.0
P100279,56,Male,West,209,11,Motorcycle,10892.77,1,37.0,671.0,21058.0,No,Unemployed,Married,1,45309.69,56.0
P100280,19,Male,South,22,20,Sedan,16390.97,0,0.0,701.0,8029.0,No,Employed,Single,1,19353.83,20.0
P100281,20,Male,East,83,11,Motorcycle,13231.65,1,0.0,552.0,2633.0,No,Employed,Married,1,45289.49,20.0
P100282,66,Male,East,73,9,Sedan,18939.69,0,49.0,721.0,9098.0,No,Employed,Single,1,40496.94,67.0
P100283,54,Female,West,204,7,SUV,6414.05,1,36.0,798.0,10967.0,No,Self-employed,Single,1,46592.65,55.0
P100284,66,Male,South,124,19,Sedan,6247.59,0,47.0,696.0,14178.0,Yes,Employed,Married,1,47787.34,66.0
P100285,73,Male,South,224,18,Motorcycle,9261.29,0,53.0,690.0,15620.0,No,Employed,Single,1,47734.27,74.0
P100286,34,Male,West,223,6,SUV,9454.36,0,16.0,597.0,6677.0,Yes,Employed,Single,0,0.0,
P100287,76,Male,North,81,13,Sedan,15826.99,0,58.0,616.0,5937.0,Yes,Retired,Married,1,41361.43,76.0
P100288,66,Male,West,151,3,Sedan,10356.63,0,48.0,605.0,18823.0,No,Employed,Married,0,0.0,
P100289,19,Female,South,74,0,Sedan,7288.64,0,3.0,588.0,13593.0,Yes,Unemployed,Single,1,25915.16,19.0
P100290,19,Male,North,191,7,Motorcycle,13589.46,0,0.0,633.0,13767.0,No,Employed,Married,1,25834.72,19.0
P100291,45,Female,East,30,4,Truck,8925.09,0,25.0,672.0,13322.0,No,Retired,Single,1,51001.64,45.0
P100292,71,Female,North,147,7,Truck,7625.69,0,55.0,590.0,12739.0,No,Employed,Married,1,69777.83,72.0
P100293,40,Male,East,26,7,Sedan,16240.56,0,20.0,626.0,10877.0,No,Employed,Married,1,46609.97,41.0
P100294,54,Female,South,218,20,SUV,17175.81,1,34.0,672.0,8455.0,No,Employed,Single,1,43924.91,55.0
P100295,49,Male,West,128,6,Motorcycle,15915.46,0,28.0,502.0,9303.0,No,Employed,Married,1,39988.14,49.0
P100296,50,Male,West,11,18,Truck,8662.35,0,33.0,716.0,22831.0,Yes,Employed,Married,1,53945.77,51.0
P100297,18,Male,West,20,3,Sedan,9642.55,0,0.0,665.0,21022.0,No,Employed,Married,1,20172.63,19.0
P100298,36,Male,West,118,19,SUV,14175.63,1,17.0,666.0,16636.0,No,Employed,Single,1,24270.04,37.0
P100299,79,Male,West,56,5,Truck,14968.58,0,60.0,731.0,11664.0,Yes,Unemployed,Married,1,87488.04,79.0
P100300,19,Female,South,173,11,SUV,11080.95,0,0.0,716.0,14826.0,No,Employed,Married,1,35295.81,19.0
P100301,70,Male,South,196,17,Sedan,16820.3,0,49.0,693.0,4879.0,No,Employed,Single,0,0.0,
P100302,61,Female,West,47,11,Sedan,3817.74,0,43.0,670.0,16982.0,No,Unemployed,Married,0,0.0,
P100303,43,Male,North,204,17,Motorcycle,9709.07,0,23.0,649.0,10799.0,No,Retired,Single,1,46029.47,43.0
P100304,49,Female,West,89,2,Sedan,20861.73,1,28.0,609.0,12077.0,No,Self-employed,Married,1,38029.02,49.0
P100305,23,Male,East,58,9,Sedan,11943.32,0,6.0,583.0,12490.0,No,Employed,Married,1,43920.81,24.0
P100306,49,Male,East,10,6,Truck,10089.22,0,33.0,677.0,11105.0,No,Self-employed,Single,1,49026.94,49.0
P100307,72,Male,East,22,2,SUV,13897.0,0,52.0,678.0,16019.0,No,Self-employed,Married,1,44839.41,73.0
P100308,21,Male,East,71,18,Motorcycle,8174.74,0,0.0,660.0,19974.0,No,Employed,Married,1,41228.27,22.0
P100309,72,Male,West,24,12,Sedan,2674.8,0,56.0,556.0,16285.0,No,Employed,Married,1,49175.06,73.0
P100310,28,Female,East,194,3,Truck,24010.32,0,8.0,464.0,12330.0,No,Employed,Single,1,67882.13,28.0
P100311,73,Male,North,96,9,Sedan,8564.71,1,53.0,654.0,6670.0,No,Retired,Married,0,0.0,
P100312,76,Female,West,213,5,Sedan,12889.54,1,58.0,522.0,12198.0,No,Unemployed,Single,1,34258.31,77.0
P100313,34,Female,East,189,0,Sedan,12694.93,2,17.0,672.0,11614.0,No,Employed,Single,0,0.0,
P100314,80,Female,West,7,5,SUV,13980.84,0,59.0,786.0,16122.0,No,Employed,Single,1,42278.09,81.0
P100315,55,Male,West,72,7,SUV,8825.53,0,34.0,673.0,8777.0,No,Self-employed,Married,1,59487.54,55.0
P100316,41,Male,West,127,14,Sedan,2000.0,0,20.0,619.0,7560.0,No,Employed,Single,1,26867.62,41.0
P100317,22,Female,South,38,7,Sedan,9378.4,0,3.0,577.0,13492.0,No,Self-employed,Married,1,25061.95,23.0
P100318,69,Female,East,149,5,SUV,12122.25,1,51.0,610.0,16602.0,No,Retired,Married,1,29909.63,70.0
P100319,51,Male,South,136,18,Sedan,12410.3,1,32.0,647.0,12765.0,No,Retired,Married,1,30137.42,52.0
P100320,23,Male,North,121,13,Sedan,18252.01,0,3.0,725.0,16832.0,No,Unemployed,Married,1,29449.78,23.0
P100321,39,Male,North,89,1,SUV,10863.73,0,23.0,660.0,5620.0,No,Employed,Married,1,10491.01,40.0
P100322,28,Female,South,28,6,Sedan,12832.97,0,9.0,630.0,14368.0,No,Unemployed,Married,0,0.0,
P100323,80,Female,East,92,7,SUV,8830.27,0,60.0,,5591.0,No,Unemployed,Single,1,36039.08,81.0
P100324,65,Male,West,54,9,SUV,9607.68,0,46.0,753.0,25337.0,Yes,Employed,Married,0,0.0,
P100325,33,Female,North,159,12,Sedan,20014.04,0,17.0,672.0,18704.0,No,Employed,Married,1,42303.27,34.0
P100326,50,Female,North,116,20,Motorcycle,9143.14,0,32.0,663.0,13925.0,No,Employed,Single,1,31624.56,50.0
P100327,26,Male,North,228,19,SUV,10485.8,1,7.0,534.0,3980.0,No,Unemployed,Single,1,30193.89,27.0
P100328,77,Female,East,217,0,Sedan,16342.95,0,59.0,555.0,5125.0,No,Employed,Single,1,39171.06,78.0
P100329,76,Female,South,116,8,SUV,19624.03,0,58.0,546.0,21477.0,No,Self-employed,Married,1,53416.83,77.0
P100330,23,Male,South,120,9,SUV,15241.35,0,7.0,637.0,6212.0,Yes,Employed,Married,0,0.0,
P100331,33,Female,East,41,19,Truck,15253.98,1,14.0,592.0,14501.0,Yes,Retired,Married,1,61947.84,33.0
P100332,46,Male,North,37,1,Truck,6991.59,0,27.0,615.0,21117.0,Yes,Employed,Married,1,60196.91,47.0
P100333,20,Male,East,125,19,Motorcycle,14059.02,0,3.0,591.0,12530.0,No,Employed,Single,1,42826.4,20.0
P100334,37,Male,East,166,10,Motorcycle,10770.33,2,21.0,597.0,6025.0,No,Unemployed,Married,1,37178.88,38.0
P100335,77,Male,South,179,4,SUV,13891.25,1,58.0,520.0,3123.0,Yes,Self-employed,Single,1,44922.98,78.0
P100336,76,Male,East,76,17,SUV,10883.01,0,56.0,665.0,13914.0,No,Self-employed,Married,1,53272.93,76.0
P100337,53,Male,East,37,6,Sedan,9715.3,0,36.0,699.0,6480.0,No,Self-employed,Single,1,54116.56,54.0
P100338,36,Female,North,101,2,Motorcycle,6166.7,0,17.0,655.0,12011.0,No,Unemployed,Married,1,47609.82,36.0
P100339,43,Male,West,31,15,Sedan,11665.96,1,27.0,676.0,6673.0,Yes,Self-employed,Single,1,57409.94,44.0
P100340,20,Female,North,190,14,SUV,12687.57,1,0.0,683.0,8993.0,Yes,Employed,Married,1,26058.08,21.0
P100341,80,Male,South,146,7,Sedan,3648.21,0,60.0,680.0,9153.0,No,Retired,Married,1,47802.19,81.0
P100342,36,Female,West,90,19,Sedan,9546.45,0,17.0,709.0,10694.0,No,Employed,Single,1,28762.07,37.0
P100343,37,Female,North,6,4,Sedan,10942.18,0,19.0,733.0,8298.0,No,Employed,Single,1,23142.31,37.0
P100344,49,Male,East,137,2,Sedan,14293.02,1,31.0,760.0,13424.0,No,Employed,Single,1,41582.81,49.0
P100345,24,Female,East,139,4,Sedan,9640.11,0,4.0,515.0,16987.0,No,Employed,Single,1,3521.19,24.0
P100346,69,Male,West,95,8,Sedan,14514.39,0,49.0,683.0,10199.0,Yes,Employed,Married,1,45661.56,70.0
P100347,58,Female,West,119,15,Sedan,13122.23,0,38.0,565.0,13304.0,No,Employed,Single,1,52177.09,58.0
P100348,50,Male,East,110,13,SUV,15477.15,1,30.0,748.0,7324.0,Yes,Unemployed,Single,1,44274.61,50.0
P100349,57,Female,South,120,17,Sedan,9880.14,0,41.0,655.0,4163.0,No,Self-employed,Married,0,0.0,
P100350,56,Female,North,130,6,SUV,10870.48,0,38.0,669.0,14008.0,No,Employed,Married,1,19465.86,56.0
P100351,35,Male,East,123,14,Motorcycle,14281.18,0,16.0,658.0,16398.0,No,Self-employed,Single,1,48114.12,36.0
P100352,57,Male,North,29,7,SUV,7917.59,0,38.0,665.0,2432.0,No,Employed,Married,1,34304.82,57.0
P100353,18,Female,North,110,2,Sedan,11733.45,0,0.0,765.0,11543.0,Yes,Employed,Single,1,31982.9,18.0
P100354,28,Male,North,121,10,Sedan,15960.48,0,9.0,737.0,14161.0,No,Employed,Single,1,25025.48,29.0
P100355,45,Male,North,179,19,Sedan,9333.12,0,24.0,762.0,13447.0,Yes,Employed,Married,1,32725.29,45.0
P100356,74,Male,South,234,17,Motorcycle,13312.16,0,56.0,636.0,9050.0,No,Self-employed,Single,1,51157.4,75.0
P100357,42,Male,South,69,14,Sedan,11992.98,0,21.0,501.0,12238.0,No,Retired,Married,1,45915.31,43.0
P100358,67,Female,South,151,9,Truck,17873.71,0,46.0,702.0,16632.0,No,Self-employed,Single,1,66156.97,67.0
P100359,40,Male,East,228,2,Sedan,12327.1,0,23.0,572.0,7701.0,No,Employed,Married,1,34703.05,41.0
P100360,48,Male,East,7,14,Sedan,14134.89,0,30.0,625.0,,No,Self-employed,Single,1,24095.68,48.0
P100361,47,Female,East,128,5,Truck,11331.91,1,28.0,646.0,5060.0,Yes,Unemployed,Single,0,0.0,
P100362,59,Female,South,56,10,Sedan,9928.21,0,42.0,650.0,16489.0,No,Employed,Married,1,17431.46,60.0
P100363,52,Male,North,127,10,Sedan,12906.39,0,33.0,695.0,12270.0,No,Employed,Single,0,0.0,
P100364,24,Male,South,77,18,Motorcycle,9729.94,0,8.0,585.0,9426.0,Yes,Employed,Married,1,4848.33,24.0
P100365,77,Female,East,234,2,Sedan,16135.92,0,56.0,694.0,2791.0,Yes,Self-employed,Single,0,0.0,
P100366,33,Female,West,62,12,SUV,16703.61,0,14.0,637.0,17951.0,No,Employed,Single,1,29658.15,34.0
P100367,43,Male,East,74,7,Sedan,12287.96,0,26.0,832.0,7330.0,Yes,Employed,Single,0,0.0,
P100368,65,Male,North,228,20,Motorcycle,10234.84,0,47.0,539.0,11850.0,No,Self-employed,Married,0,0.0,
P100369,74,Male,South,208,10,Truck,12910.59,0,55.0,,14355.0,Yes,Self-employed,Married,0,0.0,
P100370,69,Male,West,15,10,Sedan,6902.43,0,51.0,693.0,23896.0,No,Unemployed,Single,1,46415.8,70.0
P100371,77,Male,West,53,12,Motorcycle,8971.89,0,58.0,621.0,10222.0,No,Employed,Married,1,29612.98,77.0
P100372,66,Female,North,171,2,Sedan,7635.12,0,46.0,610.0,12255.0,No,Employed,Married,1,46692.54,66.0
P100373,19,Male,South,211,5,Sedan,9031.73,0,0.0,743.0,14070.0,No,Employed,Married,1,22912.93,19.0
P100374,18,Female,West,213,9,SUV,9546.77,0,0.0,709.0,12582.0,No,Employed,Single,1,23002.56,19.0
P100375,65,Male,East,120,18,Truck,6856.86,0,44.0,594.0,8194.0,Yes,Employed,Single,1,67073.06,66.0
P100376,79,Female,North,35,11,Truck,10935.38,0,59.0,546.0,19427.0,No,Unemployed,Single,1,67076.44,79.0
P100377,29,Female,West,207,13,SUV,11226.92,0,10.0,691.0,9695.0,No,Unemployed,Married,1,27791.79,30.0
P100378,22,Male,North,240,10,SUV,14291.15,0,3.0,673.0,14341.0,No,Retired,Single,1,40469.19,23.0
P100379,54,Male,South,14,20,Motorcycle,12422.24,1,34.0,690.0,10916.0,Yes,Employed,Single,1,48929.06,55.0
P100380,49,Male,South,93,9,Truck,17649.06,0,28.0,641.0,8971.0,No,Employed,Single,1,61518.8,49.0
P100381,76,Female,South,197,2,SUV,14355.38,1,55.0,710.0,17241.0,Yes,Self-employed,Single,1,41237.01,77.0
P100382,72,Female,East,122,12,Sedan,21367.66,2,56.0,762.0,13315.0,Yes,Employed,Married,1,35492.08,73.0
P100383,26,Male,West,177,17,Truck,7400.14,0,8.0,757.0,1078.0,No,Self-employed,Single,1,38055.22,27.0
P100384,58,Male,South,18,12,Truck,15989.64,0,41.0,593.0,13489.0,Yes,Employed,Single,1,75720.97,59.0
P100385,52,Male,East,179,13,Motorcycle,5726.6,0,31.0,825.0,8865.0,No,Employed,Single,1,36534.13,52.0
P100386,36,Female,South,129,13,Sedan,16239.65,0,15.0,696.0,4056.0,Yes,Self-employed,Married,1,12783.32,37.0
P100387,65,Male,South,125,6,Truck,13533.93,1,46.0,550.0,16783.0,No,Employed,Married,1,54358.41,65.0
P100388,33,Male,West,27,11,Motorcycle,11095.46,1,16.0,681.0,8182.0,Yes,Employed,Married,1,20667.53,34.0
P100389,20,Male,East,64,3,SUV,12841.38,0,4.0,666.0,13312.0,No,Employed,Single,0,0.0,
P100390,37,Male,South,60,15,Truck,10036.3,0,18.0,642.0,16599.0,Yes,Employed,Single,0,0.0,
P100391,41,Female,East,219,18,Motorcycle,9658.03,0,21.0,636.0,10788.0,No,Employed,Single,1,10737.07,41.0
P100392,71,Male,East,217,9,SUV,13750.21,0,51.0,699.0,13256.0,Yes,Self-employed,Married,1,44968.65,72.0
P100393,73,Female,South,169,15,SUV,5520.32,0,54.0,699.0,8596.0,Yes,Self-employed,Married,1,42793.26,74.0
P100394,50,Male,South,149,4,Sedan,13317.94,0,30.0,609.0,17520.0,No,Unemployed,Married,1,45880.78,51.0
P100395,41,Male,North,14,15,SUV,11498.07,0,25.0,612.0,11091.0,No,Employed,Single,1,36929.06,41.0
P100396,69,Female,West,116,0,Sedan,10692.51,0,51.0,610.0,14687.0,No,Retired,Married,1,67935.76,69.0
P100397,28,Female,South,148,4,Sedan,10031.42,0,10.0,638.0,19527.0,No,Employed,Single,0,0.0,
P100398,66,Female,North,92,12,Truck,12944.99,0,50.0,712.0,2743.0,Yes,Unemployed,Married,0,0.0,
P100399,25,Male,West,85,12,Sedan,16127.27,0,5.0,734.0,8574.0,No,Employed,Single,0,0.0,
P100400,53,Male,South,87,2,Motorcycle,20913.06,0,35.0,635.0,11136.0,No,Employed,Single,1,39436.95,54.0
P100401,55,Female,East,139,16,SUV,16480.7,0,35.0,727.0,12638.0,No,Employed,Single,0,0.0,
P100402,57,Male,West,120,18,SUV,15325.85,1,37.0,681.0,15077.0,Yes,Employed,Single,1,48080.82,58.0
P100403,37,Male,East,194,4,Sedan,8848.57,0,20.0,659.0,18104.0,No,Retired,Married,1,42810.84,38.0
P100404,79,Female,North,84,4,Sedan,9613.28,1,58.0,781.0,8273.0,No,Self-employed,Married,1,26549.45,79.0
P100405,52,Female,South,24,14,Sedan,11981.9,0,34.0,673.0,10991.0,No,Unemployed,Single,1,35140.24,53.0
P100406,65,Female,North,119,9,Sedan,13775.81,0,45.0,641.0,17609.0,No,Unemployed,Married,1,44964.36,66.0
P100407,79,Female,South,89,11,Motorcycle,10189.32,0,60.0,708.0,13690.0,Yes,Employed,Married,1,18678.31,79.0
P100408,42,Female,South,37,10,Truck,16742.45,0,26.0,564.0,3497.0,No,Retired,Single,1,47992.94,42.0
P100409,52,Male,East,86,0,Motorcycle,9312.55,1,31.0,635.0,3083.0,No,Self-employed,Single,0,0.0,
P100410,42,Male,North,127,20,Truck,6962.24,0,24.0,668.0,9555.0,No,Employed,Married,1,65839.2,43.0
P100411,46,Female,East,152,2,SUV,16145.52,0,30.0,700.0,14760.0,Yes,Employed,Married,1,31197.18,47.0
P100412,35,Female,East,15,3,SUV,12944.65,0,19.0,667.0,14667.0,No,Employed,Single,1,20575.36,36.0
P100413,63,Male,East,12,18,Sedan,10852.17,0,42.0,560.0,7534.0,Yes,Employed,Married,1,40914.75,63.0
P100414,35,Male,North,238,19,Truck,6516.39,0,14.0,588.0,15318.0,No,Employed,Single,1,51157.98,35.0
P100415,19,Male,South,95,2,Sedan,15938.89,1,0.0,620.0,13260.0,No,Retired,Married,1,20554.81,19.0
P100416,71,Female,South,235,17,SUV,21514.97,0,53.0,667.0,6593.0,No,Unemployed,Single,1,27826.43,71.0
P100417,52,Male,North,192,2,Sedan,13979.04,0,36.0,559.0,8993.0,No,Unemployed,Married,1,31785.21,52.0
P100418,33,Male,South,31,6,SUV,9458.0,0,12.0,749.0,2277.0,No,Unemployed,Single,1,15102.86,33.0
P100419,78,Male,North,181,20,Sedan,12950.48,0,60.0,672.0,6045.0,No,Unemployed,Married,1,36917.81,79.0
P100420,58,Female,North,94,0,Sedan,14251.15,0,42.0,670.0,2581.0,Yes,Employed,Married,1,37622.85,58.0
P100421,53,Male,South,233,18,SUV,13992.61,0,33.0,638.0,4266.0,No,Employed,Single,1,30241.07,53.0
P100422,50,Female,West,84,17,Sedan,8747.96,0,32.0,549.0,20397.0,Yes,Self-employed,Single,1,55013.66,51.0
P100423,21,Female,East,72,1,Sedan,9979.8,1,3.0,656.0,10000.0,Yes,Employed,Married,0,0.0,
P100424,50,Male,North,44,11,Sedan,9012.22,0,32.0,702.0,3130.0,No,Self-employed,Single,1,45025.16,50.0
P100425,31,Male,North,30,16,Sedan,13479.26,0,13.0,639.0,14094.0,Yes,Self-employed,Married,1,31430.61,31.0
P100426,38,Male,West,35,20,Motorcycle,11744.41,0,20.0,725.0,13449.0,Yes,Unemployed,Married,1,20433.01,39.0
P100427,65,Male,North,21,20,SUV,16605.38,0,49.0,646.0,12965.0,No,Employed,Single,1,34092.06,66.0
P100428,37,Female,North,111,2,Motorcycle,12988.39,0,20.0,699.0,7634.0,No,Unemployed,Married,1,30394.27,38.0
P100429,73,Male,South,232,11,Sedan,14849.08,0,54.0,642.0,15114.0,No,Employed,Married,1,36390.95,74.0
P100430,25,Female,South,63,11,Sedan,10925.6,0,7.0,677.0,6511.0,No,Unemployed,Single,1,28245.88,25.0
P100431,24,Male,West,92,5,SUV,4775.94,0,4.0,711.0,15968.0,No,Employed,Married,1,21625.49,24.0
P100432,20,Male,North,231,9,Sedan,17386.11,1,3.0,574.0,16423.0,No,Employed,Single,1,27903.71,21.0
P100433,34,Female,East,145,5,Sedan,12501.55,0,14.0,695.0,11679.0,No,Self-employed,Single,1,40813.83,34.0
P100434,50,Male,South,12,13,SUV,13652.52,1,34.0,724.0,4678.0,No,Retired,Married,0,0.0,
P100435,65,Male,East,146,1,SUV,15267.4,0,44.0,803.0,16012.0,No,Employed,Married,1,43869.91,65.0
P100436,29,Male,East,239,10,Sedan,13030.79,1,10.0,655.0,9082.0,No,Employed,Married,1,31226.69,30.0
P100437,76,Male,West,92,14,Sedan,4574.43,0,60.0,503.0,13372.0,Yes,Unemployed,Single,1,32889.56,76.0
P100438,68,Female,West,60,7,Truck,10592.84,0,52.0,525.0,15454.0,No,Employed,Married,1,80058.15,68.0
P100439,39,Male,North,67,12,Sedan,10074.14,0,18.0,588.0,7952.0,No,Employed,Married,1,14695.38,40.0
P100440,72,Female,West,115,18,Motorcycle,10206.7,0,54.0,740.0,22728.0,No,Employed,Single,1,39176.48,73.0
P100441,39,Female,South,15,9,Motorcycle,11173.36,0,18.0,804.0,11781.0,Yes,Employed,Married,0,0.0,
P100442,63,Male,North,16,8,Motorcycle,12222.04,0,42.0,622.0,8646.0,Yes,Self-employed,Single,1,45948.16,64.0
P100443,47,Male,North,22,17,Sedan,19719.23,0,27.0,654.0,16997.0,No,Employed,Married,1,52313.36,48.0
P100444,55,Male,East,118,6,Sedan,14093.65,0,37.0,469.0,19749.0,Yes,Employed,Married,1,33970.65,56.0
P100445,55,Female,East,113,2,Motorcycle,14881.76,0,39.0,696.0,1666.0,No,Retired,Married,1,53835.8,55.0
P100446,62,Male,East,95,11,Sedan,10129.53,0,43.0,659.0,5094.0,No,Employed,Single,0,0.0,
P100447,68,Female,North,191,14,Sedan,17949.9,0,51.0,632.0,8122.0,Yes,Employed,Married,1,35245.15,68.0
P100448,71,Male,West,159,20,Sedan,12536.61,0,55.0,583.0,22567.0,No,Retired,Single,0,0.0,
P100449,25,Female,West,1,12,Sedan,11939.7,0,9.0,625.0,9604.0,Yes,Employed,Single,0,0.0,
P100450,44,Male,West,75,5,Truck,4846.22,0,28.0,556.0,19604.0,No,Employed,Single,1,68744.72,44.0
P100451,44,Female,North,6,7,Motorcycle,14832.24,0,24.0,590.0,13101.0,No,Employed,Married,1,30930.17,45.0
P100452,51,Male,North,87,13,Truck,15726.08,0,34.0,561.0,4748.0,No,Employed,Married,0,0.0,
